,name,Engine,Mileage,Length,Height,Seating_Capacity,price,year,km,FuelType,Transmission,Owner
4426,maruti-suzuki-baleno,1197 ,21.4,3995 ,1500 ,5 ,739000.0,Jun 2021,19546 ,Petrol,Manual,First
4427,hyundai-santro,1086 ,20.3,3610 ,1560 ,5 ,638000.0,Jun 2020,32078 ,Petrol,Manual,First
4428,kia-seltos,1353 ,16.5,4315 ,1645 ,5 ,1907000.0,Jun 2019,10427 ,Petrol,Automatic,First
4429,maruti-suzuki-swift,1197 ,20.4,3850 ,1530 ,5 ,428000.0,Jun 2016,69135 ,Petrol,Manual,First
4430,hyundai-santro,1086 ,20.3,3610 ,1560 ,5 ,528000.0,Jun 2019,34267 ,Petrol,Manual,First
4431,honda-amaze,1199 ,19.0,3995 ,1501 ,5 ,727000.0,Jun 2019,30176 ,Petrol,Automatic,Second
4432,honda-amaze,1198 ,18.0,3990 ,1505 ,5 ,377000.0,Jun 2014,70134 ,Petrol,Manual,First
4433,honda-jazz,1198 ,16.7,3900 ,1535 ,5 ,463000.0,Jun 2015,27613 ,Petrol,Manual,First
4434,renault-duster,1498 ,13.6,4315 ,1695 ,5 ,787000.0,Jun 2018,71924 ,Petrol,Automatic,First
4435,maruti-suzuki-dzire,1197 ,23.2,3995 ,1515 ,5 ,686000.0,Jun 2020,17080 ,Petrol,Manual,First
4436,hyundai-santro,1086 ,20.0,3610 ,1560 ,5 ,585000.0,Jun 2020,47873 ,Petrol,Manual,First
4437,honda-amaze,1198 ,17.8,3990 ,1505 ,5 ,597000.0,Jun 2019,27065 ,Petrol,Manual,Second
4438,honda-jazz,1198 ,18.7,3955 ,1544 ,5 ,612000.0,Jun 2016,65283 ,Petrol,Manual,Second
4439,maruti-suzuki-alto-800,796 ,22.74,3395 ,1475 ,5 ,319000.0,Jun 2016,50998 ,Petrol,Manual,First
4440,maruti-suzuki-wagon-r,998 ,26.6,3599 ,1700 ,5 ,379000.0,Jun 2014,63426 ,CNG,Manual,First
4441,maruti-suzuki-alto-800,796 ,24.7,3430 ,1475 ,5 ,263000.0,Jun 2016,32962 ,Petrol,Manual,Second
4442,honda-wr-v,1199 ,17.5,3999 ,1601 ,5 ,722000.0,Jun 2017,20936 ,Petrol,Manual,First
4443,maruti-suzuki-alto-800,796 ,22.0,3445 ,1475 ,5 ,430999.99999999994,Jun 2022,4970 ,Petrol,Manual,First
4444,maruti-suzuki-celerio,998 ,31.79,3600 ,1560 ,5 ,517000.0,Jun 2018,59500 ,CNG,Manual,First
4445,maruti-suzuki-celerio,998 ,23.1,3600 ,1560 ,5 ,394000.0,Jun 2015,48264 ,Petrol,Automatic,First
4446,honda-jazz,1199 ,18.7,3955 ,1544 ,5 ,641000.0,Jun 2017,45900 ,Petrol,Manual,Second
4447,maruti-suzuki-vitara-brezza,1248 ,24.29,3995 ,1640 ,5 ,843000.0,Jun 2018,41271 ,Diesel,Automatic,First
4448,maruti-suzuki-alto-800,796 ,22.0,3445 ,1475 ,5 ,386000.0,May 2020,25167 ,Petrol,Manual,First
4450,maruti-suzuki-wagon-r,998 ,20.5,3599 ,1700 ,5 ,450000.0,Jun 2018,62157 ,Petrol,Manual,First
4451,maruti-suzuki-s-presso,998 ,21.7,3565 ,1564 ,5 ,600000.0,Jun 2022,17885 ,Petrol,Manual,First
4452,renault-kiger,999 ,19.17,3991 ,1605 ,5 ,911999.9999999999,Jun 2021,10710 ,Petrol,Manual,First
4453,maruti-suzuki-alto-800,796 ,22.74,3395 ,1475 ,5 ,299000.0,Jun 2017,20815 ,Petrol,Manual,First
4454,hyundai-i10,1197 ,12.8,3565 ,1550 ,5 ,212000.0,Jun 2010,47037 ,Petrol,Manual,Second
4455,renault-duster,1498 ,13.6,4315 ,1695 ,5 ,943000.0,Jun 2018,40128 ,Petrol,Automatic,Second
4456,hyundai-elite-i20,1197 ,19.8,3985 ,1505 ,5 ,756000.0,Jun 2019,26633 ,Petrol,Manual,Second
4457,hyundai-elite-i20,1197 ,18.6,3985 ,1505 ,5 ,630000.0,Jun 2015,51395 ,Petrol,Manual,First
4458,hyundai-grand-i10,1197 ,18.9,3765 ,1520 ,5 ,463999.99999999994,Jun 2014,53744 ,Petrol,Manual,First
4459,hyundai-i10,1197 ,20.63,3585 ,1550 ,5 ,295000.0,Jun 2012,33087 ,Petrol,Manual,First
4460,maruti-suzuki-wagon-r,998 ,26.6,3599 ,1700 ,5 ,342000.0,Jun 2015,70784 ,CNG,Manual,First
4461,hyundai-santro,1086 ,30.48,3610 ,1560 ,5 ,585000.0,Jun 2021,78260 ,CNG,Manual,First
4462,maruti-suzuki-swift,1197 ,21.21,3840 ,1530 ,5 ,660000.0,Jun 2019,21688 ,Petrol,Automatic,Second
4463,maruti-suzuki-ignis,1197 ,20.89,3700 ,1595 ,5 ,600000.0,Jun 2020,11290 ,Petrol,Manual,Second
4464,honda-jazz,1198 ,19.0,3955 ,1544 ,5 ,597000.0,Jun 2016,55910 ,Petrol,Automatic,Second
4465,tata-tiago,1199 ,23.84,3746 ,1535 ,5 ,482000.0,Jun 2021,76127 ,Petrol,Manual,First
4466,honda-wr-v,1199 ,17.5,3999 ,1601 ,5 ,980000.0000000001,Jun 2021,23795 ,Petrol,Manual,First
4467,maruti-suzuki-wagon-r,998 ,26.6,3599 ,1700 ,5 ,476999.99999999994,Jun 2017,32853 ,CNG,Manual,First
4468,renault-captur,1461 ,20.37,4329 ,1619 ,5 ,743000.0,Jun 2017,73947 ,Diesel,Manual,Second
4469,hyundai-elite-i20,1197 ,19.6,3995 ,1505 ,5 ,852999.9999999999,Jun 2021,31655 ,Petrol,Automatic,First
4471,maruti-suzuki-swift,1197 ,20.4,3850 ,1530 ,5 ,508000.0,Jun 2017,40076 ,Petrol,Manual,Second
4472,hyundai-elite-i20,1197 ,18.6,3985 ,1505 ,5 ,707000.0,Jun 2019,22169 ,Petrol,Manual,First
4473,maruti-suzuki-alto-800,796 ,22.74,3395 ,1475 ,5 ,290000.0,Jun 2018,22591 ,Petrol,Manual,First
4474,maruti-suzuki-ciaz,1373 ,20.729999542236328,4490 ,1485 ,5 ,654000.0,Jun 2016,60280 ,Petrol,Manual,Second
4475,hyundai-elite-i20,1197 ,18.6,3985 ,1505 ,5 ,609000.0,Jun 2016,32427 ,Petrol,Manual,First
4476,datsun-redigo,999 ,22.5,3429 ,1541 ,5 ,463000.0,Jun 2021,49254 ,Petrol,Manual,First
4477,mahindra-xuv300,1197 ,17.0,3995 ,1627 ,5 ,1019999.9999999999,Jun 2020,26776 ,Petrol,Manual,Second
4478,volkswagen-polo,1197 ,17.21,3971 ,1469 ,5 ,938000.0000000001,Jun 2018,53529 ,Petrol,Automatic,First
4479,hyundai-xcent,1197 ,19.1,3995 ,1520 ,5 ,653000.0,Jun 2018,27896 ,Petrol,Manual,First
4480,hyundai-grand-i10-nios,1186 ,25.0,3805 ,1520 ,5 ,689000.0,Jun 2020,27309 ,Diesel,Automatic,First
4481,maruti-suzuki-celerio,998 ,21.63,3695 ,1560 ,5 ,590000.0,Jun 2022,15495 ,Petrol,Manual,First
4482,tata-nexon,1497 ,23.97,3994 ,1607 ,5 ,1124000.0,Jun 2019,25661 ,Diesel,Automatic,Second
4483,hyundai-creta,1591 ,15.29,4270 ,1630 ,5 ,846000.0000000001,Jun 2015,53811 ,Petrol,Manual,Second
4484,maruti-suzuki-wagon-r,998 ,20.5,3599 ,1700 ,5 ,396000.0,Jun 2016,28855 ,Petrol,Automatic,Second
4485,tata-nexon,1198 ,17.88,3994 ,1607 ,5 ,1003999.9999999999,Jun 2020,20309 ,Petrol,Manual,First
4486,maruti-suzuki-celerio-x,998 ,21.63,3715 ,1565 ,5 ,542000.0,Jun 2019,54387 ,Petrol,Automatic,First
4487,maruti-suzuki-ciaz,1248 ,28.09,4490 ,1485 ,5 ,652000.0,Jun 2016,98423 ,Diesel,Manual,Second
4488,toyota-yaris,1496 ,17.8,4425 ,1495 ,5 ,894999.9999999999,Jun 2018,52942 ,Petrol,Automatic,First
4489,maruti-suzuki-wagon-r,998 ,20.5,3599 ,1700 ,5 ,446000.0,Jun 2018,76744 ,Petrol,Automatic,First
4490,maruti-suzuki-swift,1197 ,20.4,3850 ,1530 ,5 ,548000.0,Jun 2017,53960 ,Petrol,Manual,First
4491,hyundai-elite-i20,1197 ,19.8,3985 ,1505 ,5 ,777000.0,Jun 2019,32061 ,Petrol,Automatic,First
4492,maruti-suzuki-swift,1197 ,18.6,3850 ,1530 ,5 ,568000.0,Jun 2015,40089 ,Petrol,Manual,First
4493,maruti-suzuki-alto,998 ,24.07,3545 ,1475 ,5 ,316000.0,Jun 2015,44042 ,Petrol,Manual,First
4494,datsun-redigo,799 ,22.7,3429 ,1541 ,5 ,311000.0,Jun 2019,66542 ,Petrol,Manual,First
4495,ford-ecosport,1497 ,17.0,3998 ,1647 ,5 ,871000.0000000001,Jun 2018,12795 ,Petrol,Manual,First
4496,renault-kwid,999 ,24.04,3679 ,1478 ,5 ,455000.0,Jun 2018,25236 ,Petrol,Automatic,Second
4497,toyota-yaris,1496 ,18.1,4425 ,1495 ,5 ,890000.0,Jun 2020,23634 ,Petrol,Automatic,First
4498,maruti-suzuki-swift,1197 ,18.6,3850 ,1530 ,5 ,389000.0,Jun 2012,20871 ,Petrol,Manual,First
4499,maruti-suzuki-ciaz,1373 ,20.729999542236328,4490 ,1485 ,5 ,802000.0,Jun 2016,27936 ,Petrol,Manual,First
4500,hyundai-eon,814 ,21.1,3495 ,1500 ,5 ,342000.0,Jun 2018,78940 ,Petrol,Manual,Second
4501,maruti-suzuki-dzire,1197 ,21.21,3995 ,1515 ,5 ,638000.0,Jun 2018,39362 ,Petrol,Manual,First
4502,hyundai-elite-i20,1197 ,18.6,3985 ,1505 ,5 ,677000.0,Jun 2017,43682 ,Petrol,Manual,Second
4503,maruti-suzuki-ciaz,1248 ,28.09,4490 ,1485 ,5 ,543000.0,Jun 2016,73712 ,Diesel,Manual,First
4504,hyundai-elite-i20,1197 ,18.6,3985 ,1505 ,5 ,518000.0,Jun 2016,38043 ,Petrol,Manual,First
4506,maruti-suzuki-swift,1248 ,25.2,3850 ,1530 ,5 ,447000.0,Jun 2016,61051 ,Diesel,Manual,First
4507,hyundai-grand-i10,1197 ,18.9,3765 ,1520 ,5 ,507000.0,Jun 2015,16975 ,Petrol,Manual,First
4508,hyundai-elite-i20,1197 ,18.6,3985 ,1505 ,5 ,582000.0,Jun 2017,50636 ,Petrol,Manual,Second
4511,renault-duster,1461 ,19.6,4315 ,1695 ,5 ,894000.0,Jun 2016,60795 ,Diesel,Automatic,Second
4512,hyundai-grand-i10-nios,1197 ,21.0,3805 ,1520 ,5 ,676000.0,Jun 2021,43606 ,Petrol,Manual,First
4513,mahindra-scorpio,2179 ,14.5,4456 ,1995 ,7 ,1769000.0000000002,Jun 2021,27751 ,Diesel,Manual,First
4514,renault-triber,999 ,20.0,3990 ,1643 ,7 ,635000.0,Jun 2019,17599 ,Petrol,Manual,First
4515,maruti-suzuki-alto-800,796 ,31.5,3445 ,1475 ,4 ,403000.0,Jun 2021,20005 ,CNG,Manual,First
4516,maruti-suzuki-alto-800,796 ,22.74,3395 ,1475 ,5 ,290000.0,Jun 2016,54569 ,Petrol,Manual,First
4517,maruti-suzuki-s-cross,1248 ,23.65,4300 ,1590 ,5 ,734000.0,Jun 2015,35855 ,Diesel,Manual,First
4518,volkswagen-ameo,1198 ,17.83,3995 ,1483 ,5 ,541000.0,Jun 2016,37284 ,Petrol,Manual,First
4519,maruti-suzuki-ignis,1197 ,20.89,3700 ,1595 ,5 ,448000.00000000006,Jun 2017,39955 ,Petrol,Manual,First
4520,volkswagen-ameo,1198 ,17.83,3995 ,1483 ,5 ,541000.0,Jun 2016,37284 ,Petrol,Manual,First
4521,maruti-suzuki-ignis,1197 ,20.89,3700 ,1595 ,5 ,448000.00000000006,Jun 2017,39955 ,Petrol,Manual,First
4522,volkswagen-polo,1198 ,16.47,3971 ,1469 ,5 ,547000.0,Jun 2015,37959 ,Petrol,Manual,First
4523,maruti-suzuki-swift,1248 ,22.9,3850 ,1530 ,5 ,458000.0,Jun 2012,86011 ,Diesel,Manual,First
4524,hyundai-grand-i10,1197 ,18.9,3765 ,1520 ,5 ,418000.0,Jun 2014,49487 ,Petrol,Manual,Second
4525,maruti-suzuki-celerio,998 ,23.1,3600 ,1560 ,5 ,350000.0,Jun 2015,9040 ,Petrol,Manual,First
4526,renault-kwid,799 ,25.17,3679 ,1478 ,5 ,311000.0,Jun 2015,58283 ,Petrol,Manual,Second
4527,renault-captur,1461 ,20.37,4329 ,1619 ,5 ,860000.0,Jun 2019,88903 ,Diesel,Manual,First
4528,renault-kwid,999 ,23.01,3679 ,1478 ,5 ,446000.0,Jun 2018,59635 ,Petrol,Manual,First
4530,hyundai-elite-i20,1197 ,18.6,3985 ,1505 ,5 ,620000.0,Jun 2016,71410 ,Petrol,Manual,First
4531,renault-kwid,999 ,23.01,3679 ,1478 ,5 ,353000.0,Jun 2017,26218 ,Petrol,Manual,First
4532,hyundai-eon,814 ,21.1,3495 ,1500 ,5 ,262000.0,Jun 2017,72958 ,Petrol,Manual,Second
4533,volkswagen-polo,1198 ,16.47,3971 ,1469 ,5 ,515000.00000000006,Jun 2016,28264 ,Petrol,Manual,Second
4535,maruti-suzuki-dzire,1197 ,23.2,3995 ,1515 ,5 ,536000.0,Jun 2018,65424 ,Petrol,Manual,First
4536,maruti-suzuki-swift,1197 ,18.6,3850 ,1530 ,5 ,462000.0,Jun 2015,21461 ,Petrol,Manual,First
4537,honda-jazz,1199 ,18.7,3955 ,1544 ,5 ,606000.0,Jun 2018,27075 ,Petrol,Manual,First
4538,honda-city,1497 ,18.0,4440 ,1495 ,5 ,537000.0,Jun 2014,82056 ,Petrol,Automatic,Second
4539,tata-tiago-nrg,1199 ,23.84,3793 ,1587 ,5 ,584000.0,Jun 2018,32918 ,Petrol,Manual,First
4540,mahindra-kuv100,1198 ,18.14,3675 ,1655 ,6 ,419000.00000000006,Jun 2016,27191 ,Petrol,Manual,Second
4541,maruti-suzuki-alto-800,796 ,22.74,3395 ,1475 ,5 ,314000.0,Jun 2016,26717 ,Petrol,Manual,Second
4542,honda-brio,1198 ,19.4,3610 ,1500 ,5 ,434000.0,Jun 2016,48613 ,Petrol,Manual,Second
4543,maruti-suzuki-swift,1197 ,18.6,3850 ,1530 ,5 ,430000.0,Jun 2012,85597 ,Petrol,Manual,First
4544,honda-brio,1198 ,19.4,3610 ,1500 ,5 ,434000.0,Jun 2016,48613 ,Petrol,Manual,Second
4545,renault-kwid,999 ,24.04,3679 ,1478 ,5 ,309000.0,Jun 2018,69976 ,Petrol,Automatic,Second
4546,ford-ecosport,1499 ,15.6,3999 ,1708 ,5 ,1247000.0,Jun 2020,15365 ,Petrol,Automatic,Second
4547,hyundai-grand-i10,1197 ,18.9,3765 ,1520 ,5 ,532000.0,Jun 2018,16699 ,Petrol,Manual,Second
4548,hyundai-elite-i20,1197 ,18.6,3985 ,1505 ,5 ,469000.00000000006,Jun 2014,74053 ,Petrol,Manual,Second
4549,maruti-suzuki-swift,1197 ,20.4,3850 ,1530 ,5 ,666000.0,Jun 2020,61625 ,Petrol,Manual,First
4550,tata-tiago,1199 ,23.84,3746 ,1535 ,5 ,520000.0,Jun 2017,42304 ,Petrol,Manual,First
4551,maruti-suzuki-swift,1197 ,20.4,3850 ,1530 ,5 ,612000.0,Jun 2017,11422 ,Petrol,Manual,First
4552,renault-triber,999 ,20.0,3990 ,1643 ,7 ,553000.0,Jun 2020,28191 ,Petrol,Manual,Second
4553,mahindra-tuv300,1493 ,18.49,3995 ,1839 ,7 ,657000.0,Jun 2017,60020 ,Diesel,Manual,First
4554,hyundai-grand-i10,1197 ,18.9,3765 ,1520 ,5 ,450000.0,Jun 2015,59614 ,Petrol,Manual,First
4555,maruti-suzuki-swift,1197 ,20.4,3850 ,1530 ,5 ,574000.0,Jun 2019,33134 ,Petrol,Manual,Second
4556,maruti-suzuki-alto-800,796 ,22.74,3395 ,1475 ,5 ,190000.0,Jun 2013,80477 ,Petrol,Manual,First
4557,maruti-suzuki-swift,1197 ,18.6,3850 ,1530 ,5 ,350000.0,Jun 2011,50046 ,Petrol,Manual,First
4558,maruti-suzuki-ertiga,1373 ,16.02,4265 ,1685 ,7 ,500000.0,Jun 2012,82422 ,Petrol,Manual,Second
4559,mahindra-xuv500,2179 ,16.0,4585 ,1785 ,7 ,897000.0000000001,Jun 2016,79313 ,Diesel,Manual,First
4560,maruti-suzuki-alto,998 ,20.2,3620 ,1460 ,5 ,241000.0,Jun 2014,37417 ,Petrol,Manual,First
4561,maruti-suzuki-alto-800,796 ,22.74,3395 ,1475 ,5 ,227999.99999999997,Jun 2013,40307 ,Petrol,Manual,First
4562,renault-duster,1461 ,19.6,4315 ,1695 ,5 ,691000.0,Jun 2016,93378 ,Diesel,Automatic,Second
4563,hyundai-grand-i10,1197 ,18.9,3765 ,1520 ,5 ,405000.0,Jun 2015,56889 ,Petrol,Manual,First
4564,hyundai-grand-i10,1197 ,18.9,3765 ,1520 ,5 ,512000.0,Jun 2018,10529 ,Petrol,Manual,First
4565,maruti-suzuki-celerio,998 ,23.1,3600 ,1560 ,5 ,378000.0,Jun 2016,59936 ,Petrol,Automatic,First
4568,hyundai-grand-i10,1197 ,18.9,3765 ,1520 ,5 ,495000.0,Jun 2020,10871 ,Petrol,Manual,First
4569,maruti-suzuki-alto-800,796 ,22.0,3445 ,1475 ,5 ,380000.0,Jun 2021,2379 ,Petrol,Manual,First
4570,maruti-suzuki-s-cross,1248 ,24.0,4300 ,1595 ,5 ,1145000.0,Jun 2020,39300 ,Diesel,Manual,First
4571,honda-amaze,1199 ,19.0,3995 ,1501 ,5 ,773000.0,Jun 2019,26950 ,Petrol,Automatic,First
4572,tata-altroz,1199 ,18.5,3990 ,1523 ,5 ,705000.0,Jun 2021,37753 ,Petrol,Manual,First
4573,hyundai-grand-i10,1197 ,18.9,3765 ,1520 ,5 ,550000.0,Jun 2021,11266 ,Petrol,Manual,First
4574,hyundai-venue,998 ,18.15,3995 ,1605 ,5 ,1140000.0,Jun 2020,24431 ,Petrol,Automatic,Second
4575,maruti-suzuki-baleno,1197 ,21.4,3995 ,1500 ,5 ,648000.0,Jun 2017,29800 ,Petrol,Manual,First
4576,maruti-suzuki-swift,1197 ,20.4,3850 ,1530 ,5 ,628000.0,Jun 2016,67389 ,Petrol,Manual,First
4577,honda-wr-v,1498 ,25.5,3999 ,1601 ,5 ,836999.9999999999,Jun 2018,50141 ,Diesel,Manual,First
4578,maruti-suzuki-dzire,1197 ,23.2,3995 ,1515 ,5 ,709000.0,Jun 2019,20981 ,Petrol,Manual,First
4579,toyota-glanza,1197 ,21.01,3995 ,1510 ,5 ,869000.0,Jun 2020,27054 ,Petrol,Manual,First
4580,hyundai-creta,1591 ,15.29,4270 ,1630 ,5 ,1182000.0,Jun 2018,60857 ,Petrol,Manual,First
4581,hyundai-santro,1086 ,20.3,3610 ,1560 ,5 ,521000.0,Jun 2020,12610 ,Petrol,Manual,First
4582,hyundai-grand-i10,1197 ,18.9,3765 ,1520 ,5 ,401000.0,Jun 2016,66200 ,Petrol,Manual,Second
4584,honda-city,1498 ,25.6,4440 ,1495 ,5 ,682000.0,Jun 2017,69469 ,Diesel,Manual,Second
4585,hyundai-elite-i20,1197 ,19.8,3985 ,1505 ,5 ,858000.0,Jun 2019,10203 ,Petrol,Manual,First
4586,renault-kwid,799 ,25.17,3679 ,1478 ,5 ,283000.0,Jun 2016,40346 ,Petrol,Manual,First
4587,maruti-suzuki-alto-800,796 ,22.74,3395 ,1475 ,5 ,314000.0,Jun 2018,20589 ,Petrol,Manual,First
4588,hyundai-tucson,1999 ,12.95,4475 ,1660 ,5 ,1444000.0,Jun 2016,20487 ,Petrol,Automatic,First
4589,maruti-suzuki-baleno,1197 ,22.3,3990 ,1500 ,5 ,903999.9999999999,Jun 2022,8124 ,Petrol,Manual,First
4591,maruti-suzuki-wagon-r,998 ,26.6,3599 ,1700 ,5 ,582000.0,Jun 2021,11893 ,CNG,Manual,First
4592,maruti-suzuki-alto,998 ,23.95,3545 ,1475 ,5 ,394000.0,Jun 2019,33144 ,Petrol,Manual,First
4593,maruti-suzuki-swift-dzire,1197 ,18.5,3995 ,1555 ,5 ,527000.0,Jun 2016,45652 ,Petrol,Automatic,Second
4594,ford-ecosport,1498 ,22.7,3999 ,1708 ,5 ,684000.0,Jun 2015,80567 ,Diesel,Manual,Second
4596,maruti-suzuki-ignis,1197 ,20.8,3700 ,1595 ,5 ,413999.99999999994,Jun 2018,18796 ,Petrol,Manual,Second
4597,honda-amaze,1198 ,18.0,3990 ,1505 ,5 ,450000.0,Jun 2014,17815 ,Petrol,Manual,First
4598,hyundai-verna,1591 ,17.01,4370 ,1475 ,5 ,671000.0,Jun 2015,41179 ,Petrol,Manual,First
4599,honda-city,1497 ,17.4,4440 ,1495 ,5 ,784000.0,Jun 2017,54799 ,Petrol,Manual,Second
4600,maruti-suzuki-celerio,998 ,23.1,3600 ,1560 ,5 ,476999.99999999994,Jun 2016,41320 ,Petrol,Automatic,First
4601,maruti-suzuki-dzire,1197 ,21.21,3995 ,1515 ,5 ,624000.0,Jun 2017,54951 ,Petrol,Automatic,First
4602,ford-figo,1196 ,18.16,3886 ,1525 ,5 ,532000.0,Jun 2019,24824 ,Petrol,Manual,First
4603,hyundai-elite-i20,998 ,20.2,3995 ,1505 ,5 ,886000.0,Jun 2021,27842 ,Petrol,Manual,First
4604,honda-wr-v,1498 ,25.5,3999 ,1601 ,5 ,712000.0,Jun 2017,51344 ,Diesel,Manual,Second
4605,mahindra-xuv500,2179 ,15.1,4585 ,1785 ,7 ,1969000.0000000002,Jun 2020,15220 ,Diesel,Manual,First
4606,maruti-suzuki-wagon-r,998 ,20.5,3599 ,1700 ,5 ,426000.0,Jun 2017,45283 ,Petrol,Manual,First
4607,kia-seltos,1353 ,16.1,4315 ,1645 ,5 ,1876000.0000000002,Jun 2019,38093 ,Petrol,Manual,First
4608,maruti-suzuki-alto-800,796 ,22.74,3395 ,1475 ,5 ,300000.0,Jun 2016,24714 ,Petrol,Manual,First
4609,hyundai-santro,1086 ,20.3,3610 ,1560 ,5 ,554000.0,Jun 2018,17076 ,Petrol,Manual,First
4610,maruti-suzuki-celerio,998 ,21.63,3695 ,1560 ,5 ,535000.0,Jun 2020,13109 ,Petrol,Manual,First
4611,volkswagen-polo,1198 ,16.47,3971 ,1469 ,5 ,518000.0,Jun 2016,59596 ,Petrol,Manual,First
4612,maruti-suzuki-baleno,1197 ,21.4,3995 ,1500 ,5 ,708000.0,Jun 2020,20864 ,Petrol,Manual,First
4613,renault-duster,1461 ,19.72,4315 ,1695 ,5 ,922000.0000000001,Jun 2017,43674 ,Diesel,Manual,Second
4614,renault-kwid,999 ,23.01,3679 ,1478 ,5 ,368000.0,Jun 2017,57347 ,Petrol,Manual,Second
4615,volkswagen-polo,999 ,18.78,3971 ,1469 ,5 ,555000.0,Jun 2019,42065 ,Petrol,Manual,First
4616,hyundai-grand-i10,1197 ,19.77,3765 ,1520 ,5 ,441000.0,Jun 2017,22648 ,Petrol,Manual,First
4617,maruti-suzuki-alto-800,796 ,22.0,3445 ,1475 ,5 ,388000.0,Jun 2021,14364 ,Petrol,Manual,First
4618,maruti-suzuki-celerio,998 ,23.1,3600 ,1560 ,5 ,394000.0,Jun 2015,76415 ,Petrol,Manual,Second
4619,maruti-suzuki-s-cross,1598 ,22.07,4300 ,1590 ,5 ,653000.0,Jun 2017,99297 ,Diesel,Manual,Second
4620,maruti-suzuki-swift,1197 ,22.0,3840 ,1530 ,5 ,652000.0,Jun 2018,16554 ,Petrol,Automatic,First
4621,maruti-suzuki-alto-800,796 ,22.74,3395 ,1475 ,5 ,335000.0,Jun 2018,8736 ,Petrol,Manual,First
4622,maruti-suzuki-wagon-r,998 ,20.5,3599 ,1700 ,5 ,451000.0,Jun 2018,25751 ,Petrol,Manual,First
4623,maruti-suzuki-swift,1197 ,20.4,3850 ,1530 ,5 ,690000.0,Jun 2018,29333 ,Petrol,Manual,First
4624,hyundai-grand-i10,1197 ,19.77,3765 ,1520 ,5 ,505999.99999999994,Jun 2017,49100 ,Petrol,Manual,Second
4625,maruti-suzuki-swift,1197 ,20.4,3850 ,1530 ,5 ,541000.0,Jun 2017,78075 ,Petrol,Manual,First
4626,maruti-suzuki-wagon-r,998 ,20.5,3599 ,1700 ,5 ,329000.0,Jun 2014,72729 ,Petrol,Manual,Second
4627,maruti-suzuki-dzire,1197 ,23.2,3995 ,1515 ,5 ,694000.0,Jun 2020,39737 ,Petrol,Manual,First
4628,maruti-suzuki-alto-800,796 ,22.0,3445 ,1475 ,5 ,398000.0,Jun 2020,33197 ,Petrol,Manual,First
4629,maruti-suzuki-wagon-r,998 ,20.5,3599 ,1700 ,5 ,479000.0,Jun 2018,39875 ,Petrol,Automatic,First
4630,maruti-suzuki-swift,1197 ,20.4,3850 ,1530 ,5 ,535000.0,Jun 2017,59846 ,Petrol,Manual,First
4631,honda-city,1497 ,17.8,4440 ,1495 ,5 ,749000.0,Jun 2018,55084 ,Petrol,Manual,First
4632,maruti-suzuki-swift,1197 ,20.4,3850 ,1530 ,5 ,611000.0,Jun 2018,96852 ,Petrol,Manual,First
4633,toyota-yaris,1496 ,17.1,4425 ,1495 ,5 ,986000.0,Jun 2020,16633 ,Petrol,Manual,First
4634,maruti-suzuki-swift,1197 ,22.0,3840 ,1530 ,5 ,708000.0,Jun 2018,25852 ,Petrol,Automatic,First
4635,tata-tiago,1047 ,27.28,3746 ,1535 ,5 ,528000.0,Jun 2019,83354 ,Diesel,Manual,First
4636,maruti-suzuki-dzire,1197 ,23.2,3995 ,1515 ,5 ,605000.0,Jun 2019,61079 ,Petrol,Manual,First
4637,hyundai-grand-i10,1197 ,18.9,3765 ,1520 ,5 ,438000.0,Jun 2014,59982 ,Petrol,Manual,First
4638,kia-sonet,998 ,18.3,3995 ,1647 ,5 ,1312000.0,Jun 2020,24407 ,Petrol,Automatic,First
4639,hyundai-grand-i10,1197 ,18.9,3765 ,1520 ,5 ,493000.0,Jun 2019,52861 ,Petrol,Manual,First
4640,maruti-suzuki-s-cross,1248 ,24.0,4300 ,1595 ,5 ,760000.0,Jun 2018,92722 ,Diesel,Manual,First
4641,hyundai-grand-i10,1197 ,19.77,3765 ,1520 ,5 ,714000.0,Jun 2021,50380 ,CNG,Manual,First
4642,renault-duster,1498 ,13.6,4315 ,1695 ,5 ,783000.0,Jun 2017,39639 ,Petrol,Automatic,Second
4643,maruti-suzuki-alto-800,796 ,22.74,3395 ,1475 ,5 ,276000.0,Jun 2018,67150 ,Petrol,Manual,First
4644,hyundai-elite-i20,1197 ,18.6,3985 ,1505 ,5 ,590000.0,Jun 2017,20843 ,Petrol,Manual,First
4645,datsun-redigo,799 ,22.7,3429 ,1541 ,5 ,213000.0,Jun 2016,46195 ,Petrol,Manual,Second
4646,maruti-suzuki-s-presso,998 ,21.7,3565 ,1564 ,5 ,448000.00000000006,Jun 2021,34978 ,Petrol,Manual,First
4647,maruti-suzuki-swift,1197 ,20.4,3850 ,1530 ,5 ,587000.0,Jun 2019,63575 ,Petrol,Manual,First
4648,maruti-suzuki-alto,998 ,24.07,3545 ,1475 ,5 ,324000.0,Jun 2017,48602 ,Petrol,Manual,First
4649,maruti-suzuki-swift,1197 ,20.4,3850 ,1530 ,5 ,595000.0,Jun 2019,28752 ,Petrol,Manual,First
4650,renault-kwid,999 ,24.04,3679 ,1478 ,5 ,396000.0,Jun 2017,59321 ,Petrol,Automatic,First
